JHS_AVE,171_SHS,172_SHS,181_SHS,182_SHS,191_UNTS,191_GPA,192_UNTS,192_GPA,201_UNTS,201_GPA,202_UNTS,202_GPA,COLL_GPA_AVERAGE,SHS_GPA_AVERAGE,UNITS_AVERAGE,SEX,AGE,IS_PROVINCE,IS_LIVING_WITH_FAMILY,IS_BOARDING,JHS_TYPE,IS_SCHOLAR,PARENTS_MONTHLY_INCOME,FATHER_EDUC_BACKGROUND,MOTHER_EDUC_BACKGROUND,IS_GRADUATE
1.9,1.5,1.6,1.6,1.4,29,1.5,29,1.6,29,1.6,29,1.7,1.6,1.5,29,F,18,0,1,0,G,1,2,3,2,Not Completed
2.4,2,2,1.8,1.6,30,2.1,0,5,0,5,0,5,4.3,1.9,7.5,F,20,0,1,0,P,0,2,3,3,Not Completed
2.2,2.2,2,1.8,1.6,35,5,0,5,0,5,20,2.1,4.3,1.9,13.8,F,18,0,1,0,G,0,2,3,2,Not Completed
2,2,1.9,1.8,1.6,29,2,0,5,0,5,29,5,4.3,1.8,14.5,F,18,0,1,0,G,0,5,4,4,Not Completed
1.8,1.8,1.8,1.6,1.4,26,5,0,5,0,5,0,5,5,1.7,6.5,F,17,1,0,1,P,0,3,2,2,Not Completed
2,1.8,1.8,1.6,1.4,25,1.7,24,1.8,26,2,25,1.9,1.9,1.7,25,M,18,0,1,0,P,1,5,4,4,Completed
2.2,1.8,1.8,1.6,1.6,25,1.5,24,1.8,26,2.1,24,1.7,1.8,1.7,24.8,M,19,0,1,0,G,1,3,3,3,Not Completed
1.9,1.4,1.4,1.6,1.4,29,1.8,29,1.8,32,2.2,27,2,2,1.5,29.3,F,18,0,1,0,G,1,2,4,3,Not Completed
2.2,1.8,1.9,2.2,2,35,5,0,5,0,5,0,5,5,2,8.8,M,19,0,1,0,G,0,4,3,3,Not Completed
1.8,1.6,1.4,1.6,1.4,29,1.6,0,5,0,5,0,5,4.2,1.5,7.3,F,18,1,1,0,G,0,5,4,4,Not Completed
2,1.6,1.6,1.6,1.6,32,1.8,32,1.7,32,1.8,26,1.9,1.8,1.6,30.5,F,17,0,1,0,P,0,2,4,3,Completed
2,1.6,1.8,1.6,1.6,32,1.9,32,1.6,32,1.9,26,1.9,1.8,1.7,30.5,F,17,0,1,0,P,0,4,4,4,Completed
1.9,1.8,1.6,1.8,1.6,26,1.6,25,1.5,22,1.6,22,1.5,1.6,1.7,23.8,F,18,0,1,0,G,1,5,4,4,Not Completed
2,1.8,1.8,1.8,1.6,26,1.9,26,1.9,23,1.8,23,2.1,1.9,1.8,24.5,M,18,0,1,0,P,1,3,4,4,Completed
1.9,1.8,1.8,1.6,1.2,25,1.5,24,1.7,26,1.7,25,1.6,1.6,1.6,25,M,17,1,0,1,P,1,4,2,3,Not Completed
2.2,2.2,2,2.2,1.8,29,1.7,30,1.8,0,5,0,5,3.4,2.1,14.8,F,18,0,1,0,G,0,5,4,4,Not Completed
1.5,1.2,1.4,1.4,1.2,26,5,0,5,0,5,0,5,5,1.3,6.5,F,18,0,1,0,G,0,2,4,2,Not Completed
2.2,1.8,2,2.2,1.8,30,1.9,29,2.1,33,2,32,2.3,2.1,2,31,F,18,0,1,0,G,1,2,3,2,Not Completed
1.6,1.4,1.2,1.2,1.2,32,1.5,32,1.8,32,1.5,30,1.4,1.6,1.3,31.5,F,18,0,1,0,G,1,4,2,3,Not Completed
1.6,1.4,1.4,1.2,1.2,26,1.6,26,1.5,28,1.8,26,1.8,1.7,1.3,26.5,M,17,0,1,0,G,1,4,3,4,Completed
2.4,2,2,1.8,1.6,25,5,0,5,0,5,0,5,5,1.9,6.3,M,18,0,1,0,P,0,4,4,2,Not Completed
1.8,1.8,2,1.6,1.4,30,5,0,5,0,5,0,5,5,1.7,7.5,M,28,1,1,0,G,0,2,4,3,Not Completed
1.6,1.4,1.4,1.4,1.4,29,5,0,5,0,5,0,5,5,1.4,7.3,F,17,1,0,1,G,0,4,4,4,Not Completed
1.6,1.4,1.4,1.4,1.4,29,5,0,5,0,5,0,5,5,1.4,7.3,F,18,0,1,0,P,0,2,4,2,Not Completed
1.7,1.4,1.4,1.4,1.4,23,1.7,29,1.4,23,1.6,23,1.5,1.6,1.4,24.5,F,18,0,1,0,G,1,4,2,3,Not Completed
1.3,1.2,1.2,1.4,1.4,26,1.6,26,1.4,23,1.3,23,1.4,1.4,1.3,24.5,M,18,1,0,1,G,1,3,3,4,Completed
2,1.6,1.8,1.6,1.4,23,1.4,29,1.8,0,5,0,5,3.3,1.6,13,F,17,1,0,1,G,0,3,4,3,Not Completed
1.6,1.8,1.6,1.2,1.1,25,1.6,24,1.6,26,1.7,25,1.7,1.7,1.4,25,F,18,1,0,1,G,1,2,2,4,Completed
1.8,1.8,1.8,1.8,1.6,25,1.9,24,2,26,2.3,25,2.2,2.1,1.8,25,M,18,1,0,1,P,1,5,4,4,Not Completed
1.8,1.4,1.4,1.6,1.4,32,1.6,32,1.6,32,1.8,30,1.5,1.6,1.5,31.5,F,18,0,1,0,P,1,4,4,2,Not Completed
2.3,2,2,1.8,2,29,3.2,0,5,0,5,0,5,4.6,2,7.3,F,18,0,1,0,G,0,4,2,3,Not Completed
1.6,1.4,1.4,1.4,1.2,26,1.5,25,1.5,22,1.5,22,1.4,1.5,1.4,23.8,F,20,0,1,0,G,1,5,4,3,Not Completed
2,1.6,1.4,1.4,1.4,23,1.5,26,1.5,29,5,0,5,3.3,1.5,19.5,F,18,0,1,0,P,0,4,3,4,Not Completed
2.2,1.8,2,1.6,1.4,25,1.9,22,3,26,2.6,19,2.9,2.6,1.7,23,M,18,1,1,0,P,1,3,2,2,Not Completed
1.5,1.4,1.4,1.6,1.6,26,2,26,1.8,23,2,23,2.1,2,1.5,24.5,F,17,1,0,1,G,1,5,4,3,Not Completed
1.8,1.6,1.6,1.8,1.6,26,2.1,26,1.9,28,2,26,2.2,2.1,1.7,26.5,M,18,0,1,0,G,1,4,3,3,Not Completed
2,2.1,2,2,2.5,25,5,0,5,0,5,0,5,5,2.2,6.3,M,18,1,0,1,G,0,2,2,3,Not Completed
2.2,2,2,2,1.6,24,2.1,26,2,23,2,21,1.8,2,1.9,23.5,F,18,0,1,0,G,1,3,3,2,Not Completed
1.8,2,2,1.8,1.8,32,1.7,32,2.4,17,1.9,17,2.5,2.1,1.9,24.5,F,18,1,1,0,G,1,3,2,2,Completed
1.6,1.6,1.4,1.4,1.2,25,1.7,24,1.7,26,2.1,25,2.1,1.9,1.4,25,M,18,0,1,0,P,1,3,3,2,Not Completed
2,1.6,1.4,1.4,1.2,29,1.5,29,1.5,29,1.6,29,1.6,1.6,1.4,29,F,18,1,1,0,G,1,3,4,4,Not Completed
1.6,1.4,1.4,1.6,1.4,26,1.7,26,1.6,23,1.7,23,1.7,1.7,1.5,24.5,F,17,0,1,0,G,1,3,2,4,Not Completed
1.6,1.4,1.2,1.2,1.2,32,1.4,32,1.4,32,1.5,30,1.4,1.4,1.3,31.5,F,17,1,1,0,G,1,2,3,2,Completed
1.5,1.4,1.4,1.4,1.2,29,1.5,29,1.7,0,5,0,5,3.3,1.4,14.5,M,18,1,0,1,G,0,4,3,4,Not Completed
1.5,1.2,1.2,1.2,1.2,25,1.4,24,1.5,26,1.5,25,1.5,1.5,1.2,25,M,17,1,0,1,G,1,4,2,4,Completed
1.6,2,1.8,1.9,1.8,29,1.7,29,1.9,29,1.5,29,1.7,1.7,1.9,29,F,18,1,0,1,G,0,2,4,4,Completed
2.1,1.8,2,2.2,1.6,29,1.7,29,1.7,23,1.6,20,1.9,1.7,1.9,25.3,M,18,0,1,0,G,0,2,3,3,Completed
1.8,1.6,1.6,1.4,1.4,26,1.4,20,1.4,23,1.3,6,1.5,1.4,1.5,18.8,F,17,0,1,0,G,1,2,4,2,Not Completed
1.6,1.8,1.8,1.7,1.6,26,2,25,1.8,27,2,26,2.6,2.1,1.7,26,M,18,0,1,0,G,1,3,4,2,Not Completed
1.8,1.8,1.6,1.5,1.4,25,1.8,24,1.6,26,1.8,25,1.4,1.7,1.6,25,F,18,0,1,0,P,1,4,3,3,Completed
1.5,1.6,1.6,1.8,1.8,25,2,0,5,0,5,0,5,4.3,1.7,6.3,M,18,1,0,1,P,0,3,4,3,Not Completed
2.1,1.8,1.7,1.8,1.4,26,1.5,20,1.7,23,1.5,6,1.6,1.6,1.7,18.8,F,17,0,1,0,P,1,3,2,2,Not Completed
1.6,1.4,1.4,1.2,1.2,26,1.6,26,1.4,28,1.6,26,1.7,1.6,1.3,26.5,F,18,1,1,0,G,1,3,2,3,Not Completed
2,1.6,1.4,2,1.5,24,2.3,29,5,23,2,14,2,2.8,1.6,22.5,F,19,0,1,0,G,1,3,4,2,Not Completed
1.9,2.2,2,2,2.2,29,5,0,5,0,5,0,5,5,2.1,7.3,F,19,0,1,0,P,0,2,3,3,Not Completed
1.6,1.4,1.6,1.4,1.2,32,1.7,26,1.8,26,1.5,20,1.6,1.7,1.4,26,F,18,0,1,0,G,1,2,4,3,Completed
1.6,1.4,1.4,1.6,1.4,26,1.7,26,1.5,23,1.5,23,1.6,1.6,1.5,24.5,M,18,1,1,0,P,1,3,2,3,Not Completed
2,1.8,2,1.8,1.6,25,2.4,24,5,26,5,23,5,4.4,1.8,24.5,M,19,0,1,0,G,1,2,4,4,Not Completed
2.3,2,2.2,2.2,2.2,29,5,0,5,0,5,0,5,5,2.2,7.3,F,18,0,1,0,P,0,2,4,3,Not Completed
2.1,1.8,1.8,1.8,1.6,29,2,29,1.8,23,1.8,20,1.9,1.9,1.8,25.3,F,18,0,1,0,G,1,4,4,2,Not Completed
2,1.8,1.8,2,1.4,29,5,0,5,0,5,0,5,5,1.8,7.3,F,17,0,1,0,G,0,3,2,4,Not Completed
1.4,1.4,1.4,1.4,1.2,26,1.8,26,1.8,23,1.6,17,1.8,1.8,1.4,23,F,18,1,0,1,P,1,3,3,3,Completed
1.4,1.6,1.6,1.6,1.4,32,1.6,32,1.7,32,1.7,30,1.5,1.6,1.6,31.5,F,18,1,0,1,G,0,4,3,3,Not Completed
2.1,2,1.8,1.8,1.6,26,1.8,26,1.8,28,1.8,26,2.2,1.9,1.8,26.5,M,19,0,1,0,G,1,3,2,4,Completed
1.9,1.6,1.6,1.9,1.6,26,1.9,25,1.9,22,2.1,22,2.1,2,1.7,23.8,F,18,0,1,0,G,1,4,4,4,Not Completed
2.2,1.8,1.8,1.8,1.4,29,1.9,29,1.8,23,1.4,20,1.8,1.7,1.7,25.3,F,18,0,1,0,G,1,3,2,3,Not Completed
2.1,1.8,1.6,1.6,1.4,35,1.6,20,1.5,23,1.5,6,1.7,1.6,1.6,21,F,18,0,1,0,P,1,3,4,2,Not Completed
2,1.6,1.8,1.6,1.4,25,1.9,24,1.7,26,1.7,25,1.8,1.8,1.6,25,M,17,0,1,0,G,1,2,4,4,Not Completed
1.4,1.4,1.4,1.4,1.2,29,1.4,29,1.5,29,1.5,26,1.4,1.5,1.4,28.3,F,19,1,0,1,P,1,2,4,2,Completed
1.4,1.2,1.2,1.2,1.2,25,1.3,24,1.4,26,1.4,25,1.3,1.4,1.2,25,F,18,0,1,0,P,1,3,4,4,Completed
1.3,1.2,1.2,1.2,1.2,32,5,0,5,0,5,0,5,5,1.2,8,F,18,1,0,1,G,0,2,4,2,Not Completed
2.1,2,1.6,1.8,1.8,26,1.7,29,1.6,29,1.4,29,1.4,1.5,1.8,28.3,F,19,0,1,0,P,0,3,2,4,Completed
2.4,2,2.2,2.2,1.8,26,2.4,26,2,23,1.9,23,2.1,2.1,2.1,24.5,M,21,1,0,1,G,1,4,3,2,Not Completed
1.8,1.6,1.6,1.6,1.4,26,1.6,26,1.5,28,1.8,26,2.2,1.8,1.6,26.5,M,22,1,1,0,G,1,2,2,2,Not Completed
1.7,1.6,1.6,1.6,1.4,26,2.2,28,1.9,0,5,0,5,3.5,1.6,13.5,M,18,0,1,0,G,0,3,3,2,Not Completed
1.9,1.6,1.6,1.4,1.4,35,5,0,5,0,5,0,5,5,1.5,8.8,F,17,0,1,0,G,0,3,2,2,Not Completed
2.1,1.8,1.8,1.6,1.6,26,5,0,5,0,5,0,5,5,1.7,6.5,M,18,0,1,0,G,0,4,2,4,Not Completed
1.4,1.4,1.4,1.4,1.4,27,1.4,29,1.5,33,1.5,32,1.5,1.5,1.4,30.3,F,17,1,0,1,G,1,3,3,4,Completed
2,1.8,1.6,1.6,1.4,35,1.5,20,1.7,23,2.1,6,1.6,1.7,1.6,21,F,19,0,1,0,P,1,4,4,3,Completed
1.5,1.6,1.6,1.4,1.2,26,1.7,28,1.7,29,1.5,27,1.5,1.6,1.5,27.5,M,19,1,0,1,P,1,3,3,4,Completed
2.2,2,2,2.2,2,35,5,0,5,0,5,0,5,5,2.1,8.8,M,19,1,0,1,G,0,3,3,3,Not Completed
1.6,1.8,1.8,2,1.8,20,2.2,26,2,17,1.8,23,2.1,2,1.9,21.5,M,18,1,0,1,G,0,4,4,2,Completed
2.4,2.2,2,2.2,1.8,26,2,26,1.8,28,2.3,26,2.3,2.1,2.1,26.5,M,18,1,1,0,G,1,3,3,3,Completed
1.6,1.6,1.4,1.4,1.4,23,1.6,29,1.5,29,1.6,29,1.7,1.6,1.5,27.5,F,18,1,1,0,G,1,3,2,3,Not Completed
1.4,1.8,1.6,1.6,1.2,26,1.9,21,1.8,28,2,24,2.3,2,1.6,24.8,M,17,1,0,1,P,1,4,4,2,Not Completed
2,1.8,1.8,1.4,1.4,35,1.5,20,1.5,23,1.5,6,1.5,1.5,1.6,21,F,18,1,0,1,G,1,3,3,3,Not Completed
1.8,1.8,1.8,1.9,1.6,17,1.9,29,1.9,23,1.8,23,1.8,1.9,1.8,23,M,18,1,0,1,G,0,4,2,4,Completed
1.5,1.6,1.6,1.6,1.2,26,2,26,1.8,28,1.9,26,5,2.7,1.5,26.5,M,19,0,1,0,G,1,2,4,2,Not Completed
1.8,1.4,1.2,1.4,1.4,23,1.4,29,1.4,29,1.5,29,1.6,1.5,1.4,27.5,F,18,0,1,0,G,1,3,4,2,Completed
1.8,1.8,1.8,1.8,1.8,29,1.7,29,1.7,29,1.4,29,1.6,1.6,1.8,29,F,18,1,0,1,G,0,3,4,3,Completed
2,1.4,1.6,1.6,1.4,32,1.6,32,1.7,32,1.9,30,1.8,1.8,1.5,31.5,F,18,0,1,0,P,0,4,2,2,Not Completed
1.7,1.6,1.6,1.7,1.4,32,2,0,5,0,5,0,5,4.3,1.6,8,F,17,1,1,0,P,0,3,4,3,Not Completed
1.4,1.3,1.4,1.4,1.3,25,1.5,22,1.5,0,5,0,5,3.3,1.4,11.8,M,1819,1,0,1,G,0,3,4,2,Not Completed
2.1,2,1.8,1.6,1.6,26,1.9,26,1.8,23,1.7,23,2,1.9,1.8,24.5,M,18,0,1,0,P,1,4,4,4,Not Completed
1.5,1.6,1.6,1.4,1.2,29,1.7,29,1.7,23,1.6,20,1.8,1.7,1.5,25.3,M,18,1,0,1,G,0,4,2,4,Completed
1.4,1.4,1.4,1.4,1.2,32,1.5,32,1.6,32,1.8,30,1.7,1.7,1.4,31.5,F,17,0,1,0,P,1,2,2,4,Not Completed
1.6,1.4,1.4,1.2,1.2,26,1.5,17,1.2,0,5,0,5,3.2,1.3,10.8,F,18,0,1,0,G,0,4,4,3,Not Completed
1.6,1.4,1.4,1.4,1.4,29,5,0,5,0,5,0,5,5,1.4,7.3,F,17,0,1,0,G,0,3,2,3,Not Completed
1.8,1.6,1.8,1.6,1.6,32,2,0,5,0,5,0,5,4.3,1.7,8,F,18,0,1,0,P,0,3,4,4,Not Completed
1.4,1.4,1.2,1.2,1.2,32,1.4,32,1.5,32,1.6,30,1.6,1.5,1.3,31.5,F,18,0,1,0,P,1,2,4,4,Not Completed
2.2,1.8,1.8,1.8,1.6,30,1.8,29,2.1,33,2,32,2.2,2,1.8,31,M,19,1,0,1,G,1,2,3,2,Not Completed
2,1.8,1.8,2,2,29,1.9,29,1.9,23,2.1,20,1.9,2,1.9,25.3,F,18,0,1,0,G,1,4,3,4,Not Completed
2.2,2,2.2,2,1.6,26,2.2,25,1.8,27,2.1,28,3.3,2.4,2,26.5,M,18,1,0,1,P,1,4,2,3,Not Completed
2.4,1.8,1.8,1.6,1.4,23,1.8,29,2,29,2,29,2.3,2,1.7,27.5,M,17,1,0,1,P,0,3,2,3,Completed
1.9,1.6,1.4,1.4,1.2,35,1.5,20,1.6,23,1.7,6,1.2,1.5,1.4,21,M,20,1,0,1,P,1,4,2,3,Completed
1.6,1.6,1.6,1.8,1.8,25,2,24,1.8,26,1.6,25,1.6,1.8,1.7,25,F,18,1,0,1,G,1,4,3,2,Not Completed
1.4,1.3,1.2,1.2,1.2,32,1.4,32,1.6,32,1.6,30,1.8,1.6,1.2,31.5,F,18,1,0,1,P,0,3,2,4,Not Completed
1.5,1.4,1.4,1.4,1.3,35,1.5,20,1.5,23,1.7,6,1.6,1.6,1.4,21,M,18,1,0,1,G,1,3,4,4,Completed
2,1.8,1.6,1.4,1.4,35,1.8,20,1.8,23,2,6,1.6,1.8,1.6,21,F,17,0,1,0,G,1,3,2,2,Not Completed
1.6,1.4,1.4,1.4,1.4,26,1.6,26,1.5,23,1.8,23,1.6,1.6,1.4,24.5,M,19,0,1,0,P,1,2,3,2,Completed
1.5,1.4,1.4,1.4,1.2,26,1.4,26,1.4,23,1.3,23,1.4,1.4,1.4,24.5,M,18,1,0,1,G,1,2,3,4,Completed
1.9,1.6,1.8,1.6,1.2,29,2.1,29,1.6,26,1.6,27,2,1.8,1.6,27.8,M,17,0,1,0,G,1,4,2,2,Not Completed
1.8,1.6,1.6,1.6,1.6,26,1.7,25,1.5,22,1.7,22,1.5,1.6,1.6,23.8,M,18,0,1,0,G,1,2,2,3,Not Completed
2,1.8,1.8,1.4,1.3,26,1.7,26,1.6,28,1.9,26,2.2,1.9,1.6,26.5,M,18,1,0,1,P,1,2,2,3,Not Completed
1.6,1.6,1.4,1.4,1.2,32,1.6,32,1.4,32,1.3,30,1.4,1.4,1.4,31.5,M,18,0,1,0,P,0,4,3,2,Completed
1.4,1.4,1.2,1.2,1.2,26,1.4,26,1.3,28,1.4,26,1.6,1.4,1.3,26.5,F,17,1,1,0,G,1,4,3,3,Completed
2.2,1.8,1.6,2,1.8,26,1.9,26,2.1,0,5,0,5,3.5,1.8,13,F,19,1,1,0,P,0,3,3,3,Not Completed
2.2,1.8,1.8,1.8,1.4,25,2,24,1.9,26,2.3,25,1.9,2,1.7,25,M,18,1,0,1,P,1,4,4,3,Not Completed
1.8,1.6,1.6,1.8,1.4,29,1.6,29,1.6,0,5,0,5,3.3,1.6,14.5,F,18,1,1,0,G,0,4,4,3,Not Completed
1.4,1.4,1.4,1.4,1.2,32,1.5,32,1.6,0,5,0,5,3.3,1.4,16,M,19,0,1,0,G,0,4,4,3,Not Completed
2.4,2,2.2,1.8,2.4,35,5,0,5,0,5,0,5,5,2.1,8.8,F,18,1,0,1,G,0,3,2,2,Not Completed
2.1,1.8,2,1.8,1.8,35,5,0,5,0,5,26,1.9,4.2,1.9,15.3,F,17,1,0,1,P,0,3,3,4,Not Completed
1.5,1.6,1.4,1.4,1.2,25,1.5,13,5,26,1.7,25,1.5,2.4,1.4,22.3,M,18,0,1,0,G,1,4,4,4,Not Completed
1.8,1.6,1.6,1.6,1.4,35,5,0,5,26,1.5,26,1.6,3.3,1.6,21.8,M,17,1,1,0,G,1,2,3,3,Not Completed
1.8,1.4,1.4,1.4,1.4,26,1.6,26,1.5,23,1.4,23,1.7,1.6,1.4,24.5,M,18,0,1,0,G,1,2,4,3,Not Completed
2,1.8,1.5,1.6,1.4,35,1.6,20,1.7,23,1.9,6,1.6,1.7,1.6,21,F,18,0,1,0,P,1,2,2,2,Completed
1.4,1.2,1.2,1.2,1.2,25,1.4,24,1.4,26,1.4,25,1.4,1.4,1.2,25,M,18,1,1,0,P,1,3,2,2,Completed
1.6,1.8,1.6,1.4,1.4,35,1.7,20,1.7,23,1.9,6,1.9,1.8,1.6,21,F,18,0,1,0,G,1,2,2,3,Not Completed
1.6,1.2,1.2,1.2,1.2,26,5,0,5,0,5,0,5,5,1.2,6.5,F,17,0,1,0,G,0,2,2,4,Not Completed
1.3,1.2,1.2,1.2,1,25,1.3,24,1.3,26,1.4,25,1.3,1.3,1.2,25,F,17,0,1,0,P,1,2,3,2,Completed
1.7,1.4,1.4,1.3,1.4,26,1.6,26,1.5,23,1.6,23,1.5,1.6,1.4,24.5,M,18,0,1,0,G,1,3,3,2,Not Completed
2,1.6,1.4,1.4,1.4,35,5,0,5,0,5,0,5,5,1.5,8.8,F,17,1,0,1,P,0,3,3,3,Not Completed
2.2,2,2,1.9,1.8,30,2.1,29,2.5,33,2.4,25,2.1,2.3,1.9,29.3,M,17,0,1,0,G,1,2,3,3,Not Completed
1.3,1.2,1.2,1.2,1,25,1.2,24,1.3,26,1.3,25,1.3,1.3,1.2,25,M,18,1,0,1,P,1,3,3,2,Completed
2.1,1.4,1.6,1.6,1.4,26,1.5,20,1.4,23,1.4,6,1.4,1.4,1.5,18.8,F,18,0,1,0,G,1,2,4,2,Not Completed
1.5,1.4,1.4,1.2,1.2,25,1.6,24,1.5,26,1.6,25,1.6,1.6,1.3,25,M,18,1,0,1,P,1,4,4,4,Completed
2.4,1.8,1.8,2,1.6,25,5,0,5,0,5,0,5,5,1.8,6.3,M,18,1,0,1,P,0,5,3,4,Not Completed
2,1.6,1.6,1.6,1.6,14,5,26,5,0,5,0,5,5,1.6,10,F,18,0,1,0,G,0,2,3,4,Not Completed
2.3,2.2,2,2,1.8,14,5,26,2.3,23,2,26,2.2,2.9,2,22.3,F,18,0,1,0,G,1,3,4,2,Not Completed
1.6,1.6,1.4,1.6,1.4,29,1.6,26,1.5,29,1.5,27,1.6,1.6,1.5,27.8,F,18,0,1,0,G,1,5,4,2,Not Completed
1.5,1.4,1.6,1.4,1.2,26,1.5,26,1.6,28,1.6,26,2,1.7,1.4,26.5,M,17,0,1,0,P,1,2,3,4,Not Completed
1.7,1.6,1.8,1.4,1.5,30,1.9,29,1.9,0,5,0,5,3.5,1.6,14.8,M,19,1,0,1,G,0,3,2,2,Not Completed
1.8,1.6,1.6,1.6,1.4,32,2,26,2,0,5,0,5,3.5,1.6,14.5,M,19,0,1,0,G,0,2,4,3,Not Completed
1.8,1.8,1.6,1.4,1.4,25,1.6,24,1.8,0,5,0,5,3.4,1.6,12.3,F,18,1,0,1,P,0,5,3,4,Not Completed
1.9,1.6,1.8,1.8,1.8,35,5,0,5,0,5,0,5,5,1.8,8.8,F,18,1,0,1,P,0,3,4,3,Not Completed
2.2,2,2,2,1.6,30,5,0,5,0,5,0,5,5,1.9,7.5,M,18,0,1,0,G,0,3,2,4,Not Completed
1.9,1.8,1.7,1.6,1.4,29,2.4,29,2.2,11,5,17,5,3.7,1.6,21.5,M,18,1,1,0,P,0,5,3,4,Not Completed
2.4,2,1.8,1.8,1.6,35,1.9,20,2.3,23,2.1,6,1.9,2.1,1.8,21,F,17,0,1,0,P,1,2,4,2,Not Completed
1.6,1.6,1.6,1.4,1.4,20,1.5,29,1.5,20,1.4,23,1.7,1.5,1.5,23,F,17,1,1,0,P,1,3,2,2,Completed
2.3,2,1.8,1.6,1.6,35,1.7,20,1.7,23,1.6,6,1.4,1.6,1.8,21,F,17,0,1,0,G,1,4,3,3,Completed
1.8,1.6,1.4,1.6,1.4,32,1.5,32,1.6,32,1.4,30,1.4,1.5,1.5,31.5,M,21,0,1,0,P,0,3,3,4,Completed
1.9,2.2,2,2,2,29,1.6,29,2.1,0,5,0,5,3.4,2.1,14.5,F,18,1,1,0,G,0,5,3,4,Not Completed
2.2,2,2,2,1.8,21,2.4,0,5,22,2.1,24,2.4,3,2,16.8,M,17,1,0,1,P,1,4,2,4,Not Completed
1.6,1.6,1.6,1.4,1.2,32,1.4,32,1.5,0,5,0,5,3.2,1.5,16,F,18,0,1,0,G,0,5,4,4,Not Completed
2.1,1.8,2,2,1.6,29,5,0,5,0,5,0,5,5,1.9,7.3,F,18,0,1,0,G,0,3,3,3,Not Completed
1.9,2,2,1.8,1.8,29,1.7,29,1.5,29,1.5,29,1.6,1.6,1.9,29,F,18,0,1,0,G,1,2,3,3,Not Completed
1.5,1.4,1.4,1.4,1.4,26,1.5,26,1.4,23,1.4,23,1.4,1.4,1.4,24.5,M,18,0,1,0,P,1,3,4,2,Not Completed
2,2.2,2.2,2.2,2,29,5,0,5,0,5,0,5,5,2.2,7.3,M,18,1,0,1,G,0,4,2,4,Not Completed
1.4,1.2,1.2,1.2,1.2,25,1.6,24,1.8,26,1.7,25,1.6,1.7,1.2,25,M,18,0,1,0,G,1,2,2,4,Completed
2.1,1.8,1.6,1.6,1.6,29,1.8,0,5,0,5,0,5,4.2,1.7,7.3,F,17,0,1,0,G,0,5,3,4,Not Completed
1.6,1.4,1.2,1.2,1.2,25,1.6,24,2.2,0,5,0,5,3.5,1.3,12.3,M,18,1,1,0,G,0,3,4,2,Not Completed
1.8,1.6,1.8,1.6,1.4,26,2,26,1.8,23,1.6,23,1.9,1.8,1.6,24.5,M,17,1,0,1,G,1,4,2,2,Completed
1.6,1.4,1.4,1.2,1.2,29,1.3,29,1.4,23,1.4,20,1.3,1.4,1.3,25.3,F,18,0,1,0,G,1,3,2,3,Completed
1.4,1.4,1.3,1.4,1.2,30,1.5,29,1.6,33,1.5,32,1.6,1.6,1.3,31,F,17,1,0,1,G,1,4,2,3,Completed
1.6,1.6,1.4,1.4,1.6,25,1.7,24,1.7,0,5,0,5,3.4,1.5,12.3,M,18,1,1,0,G,0,4,4,2,Not Completed
1.6,1.6,1.6,1.8,1.3,26,1.9,28,1.8,29,1.6,27,1.5,1.7,1.6,27.5,F,17,1,1,0,P,1,3,2,2,Completed
2.1,1.8,1.6,1.6,1.4,29,2,29,1.8,23,1.7,20,1.7,1.8,1.6,25.3,F,17,0,1,0,G,1,4,2,4,Not Completed
1.9,1.6,1.6,1.6,1.4,30,1.7,29,1.7,33,1.5,32,1.6,1.6,1.6,31,F,18,0,1,0,P,1,4,2,3,Not Completed
2.2,2,2,2.2,2.2,29,2.1,0,5,0,5,0,5,4.3,2.1,7.3,M,18,1,1,0,P,0,3,4,2,Not Completed
2,1.6,1.5,1.8,1.4,26,1.9,26,1.8,26,1.8,23,2.1,1.9,1.6,25.3,F,18,0,1,0,G,1,4,3,4,Not Completed
2,1.8,2,2,1.6,30,1.9,29,2,0,5,8,2.1,2.8,1.9,16.8,F,18,1,0,1,G,0,3,2,4,Not Completed
1.6,1.4,1.2,1.2,1.2,26,1.6,25,1.4,26,1.5,28,1.4,1.5,1.3,26.3,F,17,0,1,0,G,1,4,4,4,Not Completed
2.2,1.8,1.8,1.8,1.6,26,2.4,23,2.1,25,2.2,28,3.3,2.5,1.8,25.5,M,18,1,1,0,G,1,4,3,2,Not Completed
2,1.6,1.4,1.4,1.4,29,1.7,29,1.5,29,1.4,29,1.5,1.5,1.5,29,F,17,0,1,0,G,1,4,3,2,Not Completed
1.8,1.8,1.6,1.6,1.4,26,1.7,25,1.8,22,1.9,22,1.6,1.8,1.6,23.8,F,19,1,1,0,P,1,4,2,3,Completed
1.8,1.4,1.4,1.4,1.4,29,5,0,5,0,5,0,5,5,1.4,7.3,M,17,0,1,0,G,0,3,2,3,Not Completed
2.5,1.9,2.1,2.4,2,35,5,15,5,17,2.3,20,5,4.3,2.1,21.8,F,21,0,1,0,G,1,3,3,3,Not Completed
1.6,1.4,1.4,1.3,1.3,35,1.4,20,1.5,23,1.5,6,1.6,1.5,1.4,21,F,18,0,1,0,G,1,4,2,3,Completed
2,1.8,1.8,1.8,1.7,32,1.8,32,1.8,32,1.8,30,5,2.6,1.8,31.5,F,20,1,0,1,G,0,3,4,2,Not Completed
